agent_id,gender,age,last_lat,last_lon,last_known_location,last_node_id,home_id,home_type,home_building_id,home_lat,home_lon,profession,work_place,work_place_type,work_place_building_id,work_place_lat,work_place_lon,last_infection_status,last_health_status,last_activities,eating_out_preference,vaccinated
2334,M,52,36.09001656666667,140.10534536666668,apartments,118,1111,apartments,118,36.09001656666667,140.10534536666668,university_professor ,1518,university,1518,36.102875125,140.100693175,Susceptible,Normal,idle,0.48,False
1714,M,52,36.082949883333335,140.1069434833333,residential,90,1173,residential,90,36.082949883333335,140.1069434833333,university_student,1506,university,1506,36.114704975,140.1042383875,Susceptible,Normal,idle,0.16,False
4913,M,41,36.085335275,140.101642325,apartments,358,45,apartments,358,36.085335275,140.101642325,scientist,590,laboratory,590,36.108777312499996,140.1034817,Susceptible,Normal,idle,0.21,False
494,M,42,36.09861910000001,140.0991033,apartments,1337,63,apartments,1337,36.09861910000001,140.0991033,university_student,438,university,438,36.11031025500001,140.10029535000004,Susceptible,Normal,idle,0.31,False
1676,M,48,36.08539005,140.113516675,apartments,58,2289,apartments,58,36.08539005,140.113516675,university_student,1230,university,1230,36.1000547375,140.10815256249998,Susceptible,Normal,idle,0.29,False
605,M,44,36.111988733333334,140.1108750666667,residential,1388,2614,residential,1388,36.111988733333334,140.1108750666667,university_student,559,university,559,36.10996267857143,140.1021454214286,Susceptible,Normal,idle,0.21,False
1415,F,19,36.085240425,140.0975591,house,225,668,house,225,36.085240425,140.0975591,university_student,441,university,441,36.11113962307692,140.10022911538462,Susceptible,Normal,idle,0.65,False
340,F,5,36.105997650000006,140.10556205,apartments,1040,1019,apartments,1040,36.105997650000006,140.10556205,student,131,school,131,36.0841732875,140.1099140625,Susceptible,Normal,idle,0.39,False
4127,F,23,36.0956720125,140.09860032499998,apartments,479,2447,apartments,479,36.0956720125,140.09860032499998,salaryman,42,office,42,36.0850458,140.115137365,Susceptible,Normal,idle,0.29,False
61,M,5,36.09616833125,140.09780897500002,apartments,481,2225,apartments,481,36.09616833125,140.09780897500002,student,127,school,127,36.08437475,140.10895335,Susceptible,Normal,idle,0.31,False
1701,M,37,36.100054875,140.09944529999999,apartments,892,1503,apartments,892,36.100054875,140.09944529999999,university_student,518,university,518,36.099203,140.0989196,Susceptible,Normal,idle,0.48,False
1953,F,27,36.0955218375,140.0986298875,apartments,485,1508,apartments,485,36.0955218375,140.0986298875,university_student,587,university,587,36.108591425,140.10243756499997,Susceptible,Normal,idle,0.55,False
3384,F,62,36.084933674999995,140.10090184999999,apartments,368,851,apartments,368,36.084933674999995,140.10090184999999,retailer,1514,retail,1514,36.1140781,140.11475040000002,Susceptible,Normal,idle,0.27,False
965,F,44,36.11955528749999,140.097860725,residential,932,2373,residential,932,36.11955528749999,140.097860725,university_student,174,university,174,36.108799375,140.09981975,Susceptible,Normal,idle,0.03,False
4083,F,46,36.11831255,140.0975371375,apartments,1024,1903,apartments,1024,36.11831255,140.0975371375,salaryman,679,office,679,36.081184475,140.116810625,Susceptible,Normal,idle,0.34,False
654,F,31,36.10160287,140.10094984,apartments,1035,3027,apartments,1035,36.10160287,140.10094984,university_student,1230,university,1230,36.1000547375,140.10815256249998,Susceptible,Normal,idle,0.54,False
2315,F,29,36.0959258,140.097178225,apartments,502,2001,apartments,502,36.0959258,140.097178225,university_professor ,557,university,557,36.11112775,140.10193281250002,Susceptible,Normal,idle,0.44,False
1898,M,50,36.082754824999995,140.112082,apartments,1715,711,apartments,1715,36.082754824999995,140.112082,university_student,633,university,633,36.10353115,140.104248,Susceptible,Normal,idle,0.18,False
2725,M,34,36.111988733333334,140.1108750666667,residential,1388,3231,residential,1388,36.111988733333334,140.1108750666667,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.6,False
1978,M,40,36.09606440833333,140.09748159166668,apartments,471,997,apartments,471,36.09606440833333,140.09748159166668,university_student,1232,university,1232,36.10044875,140.10888864999998,Susceptible,Normal,idle,0.44,False
2662,F,57,36.106972275,140.104784875,apartments,1054,1557,apartments,1054,36.106972275,140.104784875,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.14,False
3402,F,20,36.100976200000005,140.098599425,apartments,968,1130,apartments,968,36.100976200000005,140.098599425,retailer,988,retail,988,36.1051851,140.106838575,Susceptible,Normal,idle,0.09,False
69,M,16,36.099893675000004,140.09997212500002,apartments,863,74,apartments,863,36.099893675000004,140.09997212500002,student,585,school,585,36.10820807500001,140.10147871666666,Susceptible,Normal,idle,0.05,False
1185,M,49,36.089253625,140.10214307500001,apartments,165,750,apartments,165,36.089253625,140.10214307500001,university_student,1236,university,1236,36.10112131666667,140.10750174999998,Susceptible,Normal,idle,0.45,False
3414,M,51,36.0952986375,140.098941275,apartments,488,2782,apartments,488,36.0952986375,140.098941275,retailer,1000,retail,1000,36.10727219333334,140.10465324666666,Susceptible,Normal,idle,0.26,False
2032,F,38,36.090178400000006,140.10447141666668,apartments,114,2444,apartments,114,36.090178400000006,140.10447141666668,university_student,440,university,440,36.11028616,140.09959313999997,Susceptible,Normal,idle,0.68,False
1209,M,40,36.11279816,140.11317602,apartments,1261,942,apartments,1261,36.11279816,140.11317602,university_student,1517,university,1517,36.102857375,140.1010081,Susceptible,Normal,idle,0.56,False
2622,M,60,36.099285975,140.1007763,residential,908,2172,residential,908,36.099285975,140.1007763,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.54,False
4215,M,39,36.110925862500004,140.110699175,apartments,1401,430,apartments,1401,36.110925862500004,140.110699175,salaryman,230,office,230,36.0854632,140.099542525,Susceptible,Normal,idle,0.15,False
2026,F,47,36.08890915,140.11299315000002,apartments,772,1003,apartments,772,36.08890915,140.11299315000002,university_student,906,university,906,36.099515000000004,140.10115375,Susceptible,Normal,idle,0.58,False
4114,M,24,36.09861910000001,140.0991033,apartments,1337,2152,apartments,1337,36.09861910000001,140.0991033,salaryman,14,office,14,36.07981238,140.11282263,Susceptible,Normal,idle,0.18,False
1829,F,57,36.08810272,140.0960761,apartments,823,1218,apartments,823,36.08810272,140.0960761,university_student,633,university,633,36.10353115,140.104248,Susceptible,Normal,idle,0.39,False
4144,M,44,36.10665925,140.1074818375,apartments,1448,3022,apartments,1448,36.10665925,140.1074818375,salaryman,676,office,676,36.081223375,140.116780675,Susceptible,Normal,idle,0.46,False
2889,M,24,36.0846895,140.10049114999998,apartments,350,3234,apartments,350,36.0846895,140.10049114999998,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.21,False
2645,M,40,36.08010108181818,140.11484658787876,apartments,653,1454,apartments,653,36.08010108181818,140.11484658787876,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.05,False
2210,F,56,36.0857194,140.10137045,apartments,356,153,apartments,356,36.0857194,140.10137045,teacher,128,school,128,36.084655516666665,140.10911860000002,Susceptible,Normal,idle,0.69,False
1019,F,36,36.0984625,140.101483775,apartments,1179,2113,apartments,1179,36.0984625,140.101483775,university_student,1754,university,1754,36.108617675,140.09870285,Susceptible,Normal,idle,0.06,False
3399,F,30,36.09404344117647,140.0951083882353,house,1547,854,house,1547,36.09404344117647,140.0951083882353,retailer,1006,retail,1006,36.10967752500001,140.10912409999997,Susceptible,Normal,idle,0.14,False
4965,F,31,36.085516325,140.0967034,house,315,134,house,315,36.085516325,140.0967034,scientist,446,laboratory,446,36.09459618333334,140.097961525,Susceptible,Normal,idle,0.66,False
2980,M,31,36.1020593,140.09980232499998,apartments,979,2368,apartments,979,36.1020593,140.09980232499998,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,idle,0.26,False
1830,M,19,36.11006015,140.108892025,residential,1415,1525,residential,1415,36.11006015,140.108892025,university_student,1209,university,1209,36.10974325,140.09824364999997,Susceptible,Normal,idle,0.43,False
