agent_id,gender,age,last_lat,last_lon,last_known_location,last_node_id,home_id,home_type,home_building_id,home_lat,home_lon,profession,work_place,work_place_type,work_place_building_id,work_place_lat,work_place_lon,last_infection_status,last_health_status,last_activities,eating_out_preference,vaccinated
2221,F,47,36.08638765,140.110475,school,716,539,apartments,399,36.0852057,140.1024277,teacher,716,school,716,36.08638765,140.110475,Recovered,Normal,going home,0.19,False
2186,F,48,36.105052,140.1052707,apartments,1147,3317,apartments,1147,36.105052,140.1052707,teacher,1765,school,1765,36.082396116666665,140.11157053333332,Recovered,Normal,idle,0.09,False
2667,M,36,36.097853225,140.0982168,apartments,1573,1288,apartments,1573,36.097853225,140.0982168,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,going home,0.62,False
1938,F,54,36.10626671666666,140.10380813333333,apartments,1166,2183,apartments,1166,36.10626671666666,140.10380813333333,university_student,906,university,906,36.099515000000004,140.10115375,Recovered,Normal,idle,0.47,False
1018,M,38,36.105003775,140.10413292500002,apartments,1138,2930,apartments,1138,36.105003775,140.10413292500002,university_student,555,university,555,36.11203868,140.10256171,Recovered,Normal,idle,0.18,False
1096,F,49,36.11112775,140.10193281250002,university,557,1697,apartments,1246,36.1050660875,140.10602675,university_student,557,university,557,36.11112775,140.10193281250002,Recovered,Normal,going home,0.64,False
1281,F,48,36.1045019875,140.10407746250002,apartments,1130,2580,apartments,1130,36.1045019875,140.10407746250002,university_student,556,university,556,36.111459333333336,140.10188967777776,Recovered,Normal,idle,0.45,False
1552,M,42,36.0958569,140.10708855,apartments,1381,2411,apartments,1381,36.0958569,140.10708855,university_student,643,university,643,36.09710231666667,140.10059471666662,Recovered,Normal,idle,0.52,False
1613,F,38,36.10996267857143,140.1021454214286,university,559,2126,apartments,1098,36.1052925375,140.10381092499998,university_student,559,university,559,36.10996267857143,140.1021454214286,Recovered,Normal,going home,0.59,False
2782,M,58,36.084853925000004,140.10048345,apartments,389,2422,apartments,389,36.084853925000004,140.10048345,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,idle,0.32,False
2360,F,41,36.1154123,140.103596675,university,1498,903,apartments,786,36.08893995,140.11154140000002,university_professor ,1498,university,1498,36.1154123,140.103596675,Susceptible,Normal,going home,0.35,False
3811,F,46,36.095342450000004,140.10870227499998,apartments,1358,2163,apartments,1358,36.095342450000004,140.10870227499998,salaryman,41,office,41,36.08561845,140.1163033,Susceptible,Normal,going home,0.5,False
298,M,17,36.0988552,140.098995275,apartments,537,1074,apartments,537,36.0988552,140.098995275,student,716,school,716,36.08638765,140.110475,Recovered,Normal,idle,0.56,False
1079,F,35,36.10556775,140.10524255,apartments,1158,2605,apartments,1158,36.10556775,140.10524255,university_student,1240,university,1240,36.10402105,140.10738098749997,Susceptible,Normal,idle,0.04,False
121,F,5,36.0793,140.0966269,school,269,66,apartments,667,36.0802024,140.118161425,student,269,school,269,36.0793,140.0966269,Infectious,Normal,going home,0.25,False
4221,F,27,36.08114555,140.1168371,office,678,801,apartments,1583,36.09754506666667,140.09699283333336,salaryman,678,office,678,36.08114555,140.1168371,Recovered,Normal,going home,0.41,False
3337,F,32,36.09967582499999,140.1000345,apartments,864,654,apartments,864,36.09967582499999,140.1000345,retailer,1257,retail,1257,36.11229173333333,140.11230378333332,Susceptible,Normal,idle,0.13,False
3038,F,49,36.099737375000004,140.099642425,apartments,893,1575,apartments,893,36.099737375000004,140.099642425,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,idle,0.65,False
2384,M,57,36.10008685,140.0996337,apartments,894,2747,apartments,894,36.10008685,140.0996337,university_professor ,542,university,542,36.109671045000006,140.10090593,Susceptible,Normal,idle,0.17,False
266,M,9,36.088228875,140.1168709,apartments,790,1177,apartments,790,36.088228875,140.1168709,student,711,school,711,36.085457175,140.11027995,Susceptible,Normal,idle,0.03,False
2606,F,46,36.08194341,140.118412225,apartments,650,216,apartments,650,36.08194341,140.118412225,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Susceptible,Normal,do groceries,0.01,False
232,F,17,36.096288375,140.10796990000003,apartments,1350,723,apartments,1350,36.096288375,140.10796990000003,student,1488,school,1488,36.08232345,140.109892325,Susceptible,Normal,idle,0.01,False
3754,F,69,36.08592685,140.10058512499998,office,190,3007,apartments,400,36.086738125000004,140.1012475,salaryman,190,office,190,36.08592685,140.10058512499998,Susceptible,Normal,going home,0.4,False
3001,F,53,36.10147124,140.09918832,apartments,1676,465,apartments,1676,36.10147124,140.09918832,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,do groceries,0.65,False
4592,F,23,36.098612800000005,140.10008968333332,apartments,1330,663,apartments,1330,36.098612800000005,140.10008968333332,salaryman,704,office,704,36.080148224999995,140.108978025,Susceptible,Normal,going home,0.5,False
1203,M,52,36.095932233333336,140.09522728333334,apartments,1607,2855,apartments,1607,36.095932233333336,140.09522728333334,university_student,561,university,561,36.10918199090909,140.10215994545453,Susceptible,Normal,do groceries,0.45,False
710,M,22,36.097614916666664,140.09656211666666,apartments,1588,1630,apartments,1588,36.097614916666664,140.09656211666666,university_student,1764,university,1764,36.102764875,140.1043027,Susceptible,Normal,do groceries,0.38,False
4850,M,61,36.11039495,140.09764283750002,laboratory,1210,618,apartments,499,36.0943791,140.096804775,scientist,1210,laboratory,1210,36.11039495,140.09764283750002,Susceptible,Normal,going home,0.0,False
1232,M,36,36.0973369,140.09966422500003,apartments,1292,1379,apartments,1292,36.0973369,140.09966422500003,university_student,551,university,551,36.11197430714286,140.10149329285716,Infectious,Symptomatics,idle,0.01,False
3529,F,49,36.1056306,140.1072418,apartments,1475,231,apartments,1475,36.1056306,140.1072418,retailer,1362,retail,1362,36.094202975,140.10893025,Susceptible,Normal,do groceries,0.1,False
1181,F,37,36.102351525,140.10214025,university,1120,780,house,741,36.09697185,140.09805713749998,university_student,1120,university,1120,36.102351525,140.10214025,Susceptible,Normal,going home,0.61,False
4626,F,55,36.09438755,140.10793728,apartments,1368,1919,apartments,1368,36.09438755,140.10793728,salaryman,84,office,84,36.07988885,140.11078425,Recovered,Normal,going home,0.29,False
394,F,16,36.084527449999996,140.09849805,house,222,329,house,222,36.084527449999996,140.09849805,student,717,school,717,36.08647396346155,140.11025230576922,Susceptible,Normal,do groceries,0.09,False
2945,M,19,36.098680575,140.101193075,apartments,1177,1788,apartments,1177,36.098680575,140.101193075,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,idle,0.34,False
402,M,12,36.0791476,140.095558475,school,208,1317,apartments,976,36.1017353,140.09876832499998,student,208,school,208,36.0791476,140.095558475,Susceptible,Normal,going home,0.2,False
3584,F,44,36.09828893333333,140.1082865,apartments,1226,2942,apartments,1226,36.09828893333333,140.1082865,retailer,989,retail,989,36.10550714,140.10872512,Recovered,Normal,do groceries,0.03,False
2619,M,32,36.0955218375,140.0986298875,apartments,485,1715,apartments,485,36.0955218375,140.0986298875,salaryman_outside_city,10,train_station,10,36.082676766666665,140.11130317777778,Recovered,Normal,idle,0.55,False
